id,original_filename,file_path,file_size,sha256,uploaded_at
1,REVERB-Frontman-2025-6.csv,storage/reverb_templates\20260122063330_REVERB-Frontman-2025-6.csv,14454,59252a23e0d89f7725f1733fe29e113dfd20aa09f3095a6d521330a969dc22fd,2026-01-22 06:33:30.743063
