id,original_filename,file_path,file_size,sha256,uploaded_at
1,eBay(Product_Template)2026_01_01.xlsx,attached_assets/ebay_templates\ebay_template.xlsx,11743,850ffada075092ad0077c347f14932ba220c0799ffb999a5667ad9fc4a0f6b21,2026-01-02 05:35:11.850553
2,eBay(Product_Template)2026_01_01.xlsx,attached_assets/ebay_templates\ebay_template.xlsx,15424,57f314a13de4bae089f4ae4d6ee75a3db1024753d47804750fdba93f51389e48,2026-01-02 06:11:00.655738
3,eBay(Product_Template)2026_01_01.xlsx,attached_assets/ebay_templates\ebay_template.xlsx,15404,7981458ca50cd9b06e1fd840f2889e85945e0e7cb186794b5f2b59e9b8f4714d,2026-01-02 06:18:18.395901
4,eBay(Product_Template)2026_01_01.xlsx,attached_assets/ebay_templates\ebay_template.xlsx,15383,b9f5a9e421e286ff4fdb0b0146eb18a7ea1b4cd674a40b5ced4c024096d857f2,2026-01-02 07:48:11.739641
